sample_ID,total_count,population,cell_population,percentage
sample08325,95548,cd8_t_cell,26221,0.2744275128731109
sample08326,98590,cd8_t_cell,31040,0.3148392331879501
sample08327,100877,cd8_t_cell,22174,0.2198122465973413
sample08328,95061,cd8_t_cell,19791,0.20819263420330103
sample08329,98209,cd8_t_cell,27935,0.28444439918948367
sample08330,103501,cd8_t_cell,26068,0.2518623008473348
sample08331,95458,cd8_t_cell,18910,0.1980975926585514
sample08332,93704,cd8_t_cell,15386,0.1641978997694869
sample08333,98652,cd8_t_cell,21875,0.22173904229007013
sample08334,103149,cd8_t_cell,24653,0.23900377124354089
sample08335,93631,cd8_t_cell,25028,0.2673046320129017
sample08336,103955,cd8_t_cell,21822,0.20991775287383965
sample08337,104118,cd8_t_cell,30638,0.2942622793369062
sample08338,105172,cd8_t_cell,30058,0.285798501502301
sample08339,99255,cd8_t_cell,27591,0.27798095813812906
sample08340,101413,cd8_t_cell,23340,0.23014800863794582
sample08341,105686,cd8_t_cell,26817,0.2537422175122533
sample08342,94681,cd8_t_cell,24584,0.25965082751555224
sample08343,95755,cd8_t_cell,21377,0.22324682784188815
sample08344,104883,cd8_t_cell,35166,0.3352878922227625
sample08345,93368,cd8_t_cell,26886,0.28795733013452146
sample08346,93619,cd8_t_cell,18991,0.2028541214924321
sample08347,93263,cd8_t_cell,23627,0.25333733634989225
sample08348,109612,cd8_t_cell,28531,0.2602908440681677
sample08349,110119,cd8_t_cell,36070,0.32755473623988596
sample08350,106719,cd8_t_cell,33297,0.31200629691057824
sample08351,97897,cd8_t_cell,31268,0.31939691716804397
sample08352,102552,cd8_t_cell,18030,0.17581324596302364
sample08353,104199,cd8_t_cell,22875,0.21953185731149052
sample08354,106650,cd8_t_cell,29374,0.2754242850445382
sample08355,92039,cd8_t_cell,21783,0.2366714110322798
sample08356,95857,cd8_t_cell,31214,0.32563088767643467
sample08357,103225,cd8_t_cell,19147,0.18548801162509082
sample08358,101252,cd8_t_cell,24501,0.2419804053253269
sample08359,92392,cd8_t_cell,24305,0.26306390163650534
sample08360,96530,cd8_t_cell,25657,0.2657930177147001
sample08361,108577,cd8_t_cell,18312,0.16865450325575398
sample08362,93763,cd8_t_cell,24287,0.2590254151424336
sample08363,93327,cd8_t_cell,16461,0.1763798257738918
sample08364,99485,cd8_t_cell,24990,0.25119364728351007
sample08365,104585,cd8_t_cell,23654,0.22617010087488645
sample08366,99294,cd8_t_cell,30918,0.31137833101697987
sample08367,106599,cd8_t_cell,32624,0.3060441467555981
sample08368,97680,cd8_t_cell,24198,0.24772727272727274
sample08369,101892,cd8_t_cell,26097,0.2561241314332823
sample08370,113262,cd8_t_cell,17598,0.1553742649785453
sample08371,95033,cd8_t_cell,27580,0.29021497795502615
sample08372,92740,cd8_t_cell,33673,0.36309036014664653
sample08373,104354,cd8_t_cell,22265,0.21336029284933974
sample08374,96524,cd8_t_cell,19350,0.20046827731963035
sample08375,97892,cd8_t_cell,21809,0.22278633596208067
sample08376,106229,cd8_t_cell,18875,0.17768217718325505
sample08377,111416,cd8_t_cell,16545,0.14849752279744383
sample08378,96954,cd8_t_cell,24296,0.25059306475235676
sample08379,96210,cd8_t_cell,38490,0.40006236357966946
sample08380,100968,cd8_t_cell,23148,0.22926075588305206
sample08381,105697,cd8_t_cell,27493,0.2601114506561208
sample08382,106153,cd8_t_cell,29586,0.27871091726093467
sample08383,96090,cd8_t_cell,20217,0.21039650327817672
sample08384,97951,cd8_t_cell,29041,0.2964849771824688
sample08385,100256,cd8_t_cell,18728,0.18680178742419407
sample08386,97604,cd8_t_cell,26655,0.2730933158477112
sample08387,97479,cd8_t_cell,20993,0.21535920557248228
sample08388,104700,cd8_t_cell,21494,0.20529130850047755
sample08389,97458,cd8_t_cell,20979,0.2152619589977221
sample08390,104120,cd8_t_cell,23410,0.22483672685363043
sample08391,104428,cd8_t_cell,36139,0.34606618914467385
sample08392,96263,cd8_t_cell,28098,0.29188784891391295
sample08393,103130,cd8_t_cell,24635,0.238873266750703
sample08394,106998,cd8_t_cell,22164,0.2071440587674536
sample08395,94526,cd8_t_cell,19737,0.20879969532192202
sample08396,90980,cd8_t_cell,25085,0.27571993844801057
sample08397,93462,cd8_t_cell,20695,0.22142689007297084
sample08398,99216,cd8_t_cell,26024,0.26229640380583774
sample08399,96601,cd8_t_cell,32027,0.33153901098332317
sample08400,106692,cd8_t_cell,35438,0.33215236381359425
sample08401,111049,cd8_t_cell,33512,0.30177669317148287
sample08402,102756,cd8_t_cell,19673,0.1914535404258632
sample08403,104371,cd8_t_cell,25161,0.2410727117685947
sample08404,108854,cd8_t_cell,20847,0.1915134032741103
sample08405,98635,cd8_t_cell,19580,0.198509656815532
sample08406,93880,cd8_t_cell,28701,0.30572006817213465
sample08407,93152,cd8_t_cell,18426,0.19780573686018552
sample08408,101442,cd8_t_cell,19412,0.19136058043019658
sample08409,93592,cd8_t_cell,26739,0.28569749551243695
sample08410,93032,cd8_t_cell,23575,0.25340742970160807
sample08411,92394,cd8_t_cell,23093,0.24994047232504274
sample08412,96997,cd8_t_cell,19490,0.20093404950668578
sample08413,100798,cd8_t_cell,20470,0.20307942617909086
sample08414,99121,cd8_t_cell,34402,0.3470707519092826
sample08415,90906,cd8_t_cell,21893,0.24083118826040084
sample08416,94865,cd8_t_cell,19228,0.20268803035893113
sample08417,96559,cd8_t_cell,30808,0.3190588137822471
sample08418,100444,cd8_t_cell,21826,0.21729520927083748
sample08419,101961,cd8_t_cell,25486,0.24995831739586705
sample08420,105349,cd8_t_cell,23986,0.22768132587874587
sample08421,101643,cd8_t_cell,23343,0.22965673976565038
sample08422,102202,cd8_t_cell,22372,0.21889982583511086
sample08423,92217,cd8_t_cell,24063,0.26093887244217445
sample08424,97536,cd8_t_cell,22115,0.22673679461942256
sample08425,93404,cd8_t_cell,22922,0.24540704894865317
sample08426,101555,cd8_t_cell,20752,0.20434247452119542
sample08427,104633,cd8_t_cell,31130,0.2975160800129978
sample08428,94617,cd8_t_cell,21949,0.2319773402242726
sample08429,101777,cd8_t_cell,30998,0.3045678296668206
sample08430,102471,cd8_t_cell,20735,0.20234993315181857
sample08431,96511,cd8_t_cell,30159,0.31249287645967816
sample08432,99557,cd8_t_cell,27320,0.274415661379913
sample08433,100980,cd8_t_cell,25561,0.25312933254109726
sample08434,91503,cd8_t_cell,19146,0.2092390413429068
sample08435,94108,cd8_t_cell,21542,0.2289072129893314
sample08436,104969,cd8_t_cell,22052,0.21008107155445893
sample08437,92202,cd8_t_cell,24996,0.271100409969415
sample08438,96152,cd8_t_cell,21780,0.22651634911390298
sample08439,98306,cd8_t_cell,29401,0.2990763534270543
sample08440,91043,cd8_t_cell,20647,0.22678294871654053
sample08441,95799,cd8_t_cell,26378,0.2753473418302905
sample08442,99949,cd8_t_cell,28073,0.28087324535513114
sample08443,97703,cd8_t_cell,22649,0.2318147856258252
sample08444,109275,cd8_t_cell,28971,0.2651201098146877
sample08445,106477,cd8_t_cell,28378,0.26651765169942804
sample08446,101471,cd8_t_cell,26701,0.26313922204373663
sample08447,98444,cd8_t_cell,25590,0.25994474015684044
sample08448,112564,cd8_t_cell,22406,0.19905120642478946
sample08449,105937,cd8_t_cell,18704,0.17655776546437976
sample08450,106554,cd8_t_cell,25408,0.23845186478217617
sample08451,91889,cd8_t_cell,27969,0.30437810836988105
sample08452,85445,cd8_t_cell,24448,0.2861255778571011
sample08453,99958,cd8_t_cell,22399,0.22408411532843794
sample08454,109993,cd8_t_cell,29651,0.2695717000172738
sample08455,110883,cd8_t_cell,23709,0.21381997240334408
sample08456,96304,cd8_t_cell,26407,0.274204602093371
sample08457,103597,cd8_t_cell,26671,0.25744954004459586
sample08458,93934,cd8_t_cell,13493,0.1436434092022058
sample08459,91039,cd8_t_cell,21874,0.240270653236525
sample08460,93076,cd8_t_cell,11208,0.1204177231509734
sample08461,95568,cd8_t_cell,26117,0.2732818516658296
sample08462,103663,cd8_t_cell,25594,0.24689619246983013
sample08463,92271,cd8_t_cell,29948,0.32456568152507287
sample08464,92843,cd8_t_cell,21877,0.23563435046260892
sample08465,107534,cd8_t_cell,32393,0.30123495824576413
sample08466,105106,cd8_t_cell,25476,0.24238387913154338
sample08467,111229,cd8_t_cell,22988,0.2066727202438213
sample08468,105290,cd8_t_cell,23710,0.2251875771678222
sample08469,107392,cd8_t_cell,22901,0.21324679678188319
sample08470,104287,cd8_t_cell,23515,0.2254835214360371
sample08471,99863,cd8_t_cell,24816,0.24850044561048637
sample08472,102545,cd8_t_cell,29001,0.28281242381393534
sample08473,90837,cd8_t_cell,21146,0.2327906029481379
sample08474,99502,cd8_t_cell,23352,0.23468874997487488
sample08475,100865,cd8_t_cell,21489,0.21304714221979873
sample08476,98974,cd8_t_cell,25040,0.2529957362539657
sample08477,97662,cd8_t_cell,28926,0.2961848006389384
sample08478,99799,cd8_t_cell,21054,0.21096403771580877
sample08479,103770,cd8_t_cell,27908,0.26894092705020717
sample08480,108414,cd8_t_cell,28847,0.26608187134502925
sample08481,93431,cd8_t_cell,28552,0.3055945028951847
sample08482,101138,cd8_t_cell,16563,0.16376633906148036
sample08483,111646,cd8_t_cell,24586,0.22021389033194202
sample08484,105730,cd8_t_cell,31070,0.29386172325735366
sample08485,105549,cd8_t_cell,33786,0.3200977744933633
sample08486,99138,cd8_t_cell,26910,0.27143981117230526
sample08487,107111,cd8_t_cell,28769,0.26859052758353485
sample08488,93175,cd8_t_cell,14789,0.15872283337805204
sample08489,100218,cd8_t_cell,32012,0.3194236564289848
sample08490,107110,cd8_t_cell,21154,0.19749789935580245
sample08491,100621,cd8_t_cell,22817,0.22676180916508482
sample08492,103423,cd8_t_cell,17608,0.17025226497007437
sample08493,103696,cd8_t_cell,22376,0.2157846011417991
sample08494,92977,cd8_t_cell,17450,0.18768082428987815
sample08495,100948,cd8_t_cell,26384,0.2613622855331458
sample08496,97125,cd8_t_cell,24945,0.25683397683397685
sample08497,98784,cd8_t_cell,24116,0.24412860382248136
sample08498,97078,cd8_t_cell,25805,0.26581717793938897
sample08499,98468,cd8_t_cell,24755,0.25140147052849654
sample08500,91436,cd8_t_cell,20544,0.22468174460825058
sample08501,104843,cd8_t_cell,28236,0.26931697872056315
sample08502,98042,cd8_t_cell,23812,0.24287550233573366
sample08503,100452,cd8_t_cell,33625,0.3347369888105762
sample08504,101687,cd8_t_cell,22256,0.21886770186946217
sample08505,102438,cd8_t_cell,24592,0.24006716257638766
sample08506,102330,cd8_t_cell,27726,0.27094693638229256
sample08507,107425,cd8_t_cell,27855,0.2592971840819176
sample08508,103533,cd8_t_cell,25088,0.2423188741753837
sample08509,99756,cd8_t_cell,16637,0.16677693572316452
sample08510,95017,cd8_t_cell,19815,0.20854162939263501
sample08511,95441,cd8_t_cell,26386,0.27646399346192935
sample08512,111076,cd8_t_cell,24589,0.22137095322121791
sample08513,100697,cd8_t_cell,26986,0.2679920950971727
sample08514,110626,cd8_t_cell,20588,0.1861045323884078
sample08515,99145,cd8_t_cell,21060,0.21241615815220133
sample08516,98783,cd8_t_cell,33861,0.34278165271352357
sample08517,91794,cd8_t_cell,22965,0.2501797503104778
sample08518,103657,cd8_t_cell,36546,0.3525666380466346
sample08519,93642,cd8_t_cell,27073,0.2891117233719912
sample08520,91052,cd8_t_cell,19971,0.2193362034881167
sample08521,105113,cd8_t_cell,21910,0.20844234300229278
sample08522,89493,cd8_t_cell,26152,0.2922239728246902
sample08523,96775,cd8_t_cell,32244,0.33318522345647117
sample08524,106424,cd8_t_cell,26581,0.24976509058107194
sample08525,109536,cd8_t_cell,27534,0.25136941279579317
sample08526,96688,cd8_t_cell,23928,0.24747641899718684
sample08527,92604,cd8_t_cell,21439,0.23151267763811498
sample08528,99766,cd8_t_cell,24081,0.24137481707194836
sample08529,109222,cd8_t_cell,29274,0.2680229257841827
sample08530,107362,cd8_t_cell,22246,0.20720552895810435
sample08531,102324,cd8_t_cell,23824,0.23282905281263439
sample08532,96131,cd8_t_cell,23261,0.24197189252166315
sample08533,99076,cd8_t_cell,26338,0.2658363276676491
sample08534,98617,cd8_t_cell,23623,0.23954287800277843
sample08535,109039,cd8_t_cell,31245,0.28654884949421766
sample08536,101152,cd8_t_cell,30121,0.2977795792470737
sample08537,101772,cd8_t_cell,24715,0.2428467554926699
sample08538,106841,cd8_t_cell,33124,0.3100307934220009
sample08539,94583,cd8_t_cell,21242,0.22458581351828552
sample08540,111688,cd8_t_cell,27548,0.2466513860038679
sample08541,104499,cd8_t_cell,26774,0.2562129781146231
sample08542,102838,cd8_t_cell,27720,0.26955016628094675
sample08543,93350,cd8_t_cell,27942,0.2993251205141939
sample08544,105216,cd8_t_cell,29780,0.283036800486618
sample08545,100299,cd8_t_cell,26485,0.2640604592269115
sample08546,107008,cd8_t_cell,37887,0.35405764055023925
sample08547,109582,cd8_t_cell,35210,0.3213118942892081
sample08548,100294,cd8_t_cell,24865,0.2479211119309231
sample08549,95236,cd8_t_cell,26370,0.2768910916040153
sample08550,88300,cd8_t_cell,23196,0.26269535673839184
sample08551,108711,cd8_t_cell,21714,0.19974059662775617
sample08552,95132,cd8_t_cell,25995,0.27325190261951815
sample08553,93989,cd8_t_cell,25556,0.27190415899732945
sample08554,96936,cd8_t_cell,23766,0.24517207229512256
sample08555,96376,cd8_t_cell,19578,0.2031418610442434
sample08556,96285,cd8_t_cell,21202,0.22020044659085009
sample08557,101132,cd8_t_cell,23417,0.23154886682751255
sample08558,105622,cd8_t_cell,25605,0.24242108651606672
sample08559,102135,cd8_t_cell,23333,0.22845253830714252
sample08560,91733,cd8_t_cell,23603,0.2573010803091581
sample08561,101886,cd8_t_cell,21314,0.20919459003199656
sample08562,94149,cd8_t_cell,28829,0.30620612008624626
sample08563,106133,cd8_t_cell,34579,0.3258081840709299
sample08564,94733,cd8_t_cell,22263,0.2350078642078262
sample08565,102654,cd8_t_cell,27528,0.26816295516979366
sample08566,101240,cd8_t_cell,29441,0.29080403002765703
sample08567,90530,cd8_t_cell,20230,0.22346183585551752
sample08568,114887,cd8_t_cell,22884,0.19918702725286586
sample08569,93615,cd8_t_cell,17518,0.18712813117555946
sample08570,96610,cd8_t_cell,33021,0.34179691543318497
sample08571,97747,cd8_t_cell,30152,0.3084698251608745
sample08572,102910,cd8_t_cell,23328,0.22668350986298708
sample08573,91719,cd8_t_cell,16036,0.17483836500616012
sample08574,98016,cd8_t_cell,23983,0.2446845412993797
sample08575,106303,cd8_t_cell,25530,0.24016255420825378
sample08576,91457,cd8_t_cell,25371,0.2774090556217676
sample08577,97805,cd8_t_cell,25083,0.2564592812228414
sample08578,98920,cd8_t_cell,30663,0.30997775980590375
sample08579,93150,cd8_t_cell,23712,0.25455716586151367
sample08580,109602,cd8_t_cell,21947,0.2002426963011624
sample08581,106519,cd8_t_cell,28281,0.2655019292332823
sample08582,98335,cd8_t_cell,16831,0.17115981085066354
sample08583,98678,cd8_t_cell,27427,0.277944425302499
sample08584,106148,cd8_t_cell,19587,0.1845253796585899
sample08585,101409,cd8_t_cell,28917,0.2851522054255539
sample08586,91997,cd8_t_cell,21748,0.23639901301129385
sample08587,102198,cd8_t_cell,20955,0.20504315152938413
sample08588,88709,cd8_t_cell,16960,0.1911869145182563
sample08589,92824,cd8_t_cell,19666,0.21186331121261742
sample08590,92492,cd8_t_cell,19405,0.2098019288154651
sample08591,88260,cd8_t_cell,21675,0.245581237253569
sample08592,98319,cd8_t_cell,28118,0.28598744901799245
sample08593,106245,cd8_t_cell,30979,0.2915807802720128
sample08594,109540,cd8_t_cell,29844,0.27244842066824904
sample08595,107743,cd8_t_cell,26635,0.24720863536378235
sample08596,103126,cd8_t_cell,25037,0.24278067606617149
sample08597,94536,cd8_t_cell,29593,0.31303418803418803
sample08598,98738,cd8_t_cell,29291,0.29665377058477993
sample08599,97815,cd8_t_cell,29884,0.30551551398047333
sample08600,91743,cd8_t_cell,21304,0.23221390187807245
sample08601,93371,cd8_t_cell,13639,0.14607319189041565
sample08602,97449,cd8_t_cell,23656,0.2427526193188232
sample08603,109102,cd8_t_cell,23147,0.2121592638081795
sample08604,98857,cd8_t_cell,25490,0.25784719342079976
sample08605,93365,cd8_t_cell,25154,0.2694157339474107
sample08606,93859,cd8_t_cell,29943,0.31902108481871744
sample08607,111427,cd8_t_cell,29318,0.2631139669918422
sample08608,109574,cd8_t_cell,31560,0.2880245313669301
sample08609,94192,cd8_t_cell,25667,0.2724966026838797
sample08610,92235,cd8_t_cell,19865,0.2153737735133084
sample08611,100438,cd8_t_cell,19685,0.19599155698042572
sample08612,98046,cd8_t_cell,31421,0.3204720233359851
sample08613,106774,cd8_t_cell,20917,0.19589975087568134
sample08614,101852,cd8_t_cell,30568,0.30012174527746144
sample08615,93264,cd8_t_cell,22997,0.24657960199004975
sample08616,103871,cd8_t_cell,24837,0.23911390089630408
sample08617,95214,cd8_t_cell,29126,0.30590039279937825
sample08618,98670,cd8_t_cell,17396,0.17630485456572412
sample08619,93519,cd8_t_cell,21274,0.22748318523508593
sample08620,108053,cd8_t_cell,23872,0.22092861836321065
sample08621,92987,cd8_t_cell,19650,0.21131986191618182
sample08622,91908,cd8_t_cell,24537,0.2669734952343648
sample08623,102178,cd8_t_cell,20620,0.201804693769696
sample08624,100855,cd8_t_cell,27414,0.2718159734271975
sample08625,106119,cd8_t_cell,26873,0.2532345762775752
sample08626,110960,cd8_t_cell,29938,0.26980894015861573
sample08627,105497,cd8_t_cell,34062,0.32287174042863775
sample08628,94174,cd8_t_cell,23274,0.2471382759572706
sample08629,97566,cd8_t_cell,18599,0.19062993255847324
sample08630,97948,cd8_t_cell,21516,0.21966757871523665
sample08631,107012,cd8_t_cell,25026,0.2338616229955519
sample08632,93895,cd8_t_cell,19988,0.21287608498855104
sample08633,94361,cd8_t_cell,22126,0.2344824662731425
sample08634,97496,cd8_t_cell,25901,0.26566218101255434
sample08635,107955,cd8_t_cell,32589,0.30187578157565653
sample08636,103273,cd8_t_cell,27877,0.26993502658003543
sample08637,97381,cd8_t_cell,15890,0.16317351434057978
sample08638,101737,cd8_t_cell,25181,0.2475107384727287
sample08639,100579,cd8_t_cell,27163,0.2700663160301852
sample08640,94299,cd8_t_cell,15071,0.15982141910306577
sample08641,102320,cd8_t_cell,22066,0.21565676309616888
sample08642,97506,cd8_t_cell,22803,0.23386253153652084
sample08643,94298,cd8_t_cell,27129,0.2876943307387219
sample08644,109149,cd8_t_cell,32640,0.29904076079487674
sample08645,96987,cd8_t_cell,23510,0.24240362110385927
sample08646,110253,cd8_t_cell,29859,0.2708225626513564
sample08647,98608,cd8_t_cell,24914,0.2526569852344637
sample08648,97211,cd8_t_cell,19653,0.20216847887584738
sample08649,107119,cd8_t_cell,27614,0.2577880674763581
sample08650,98847,cd8_t_cell,21864,0.22119032444080244
sample08651,94529,cd8_t_cell,21714,0.2297072855948968
sample08652,96071,cd8_t_cell,22496,0.2341601523872969
sample08653,93809,cd8_t_cell,29869,0.31840228549499516
sample08654,93201,cd8_t_cell,24624,0.26420317378568897
sample08655,100069,cd8_t_cell,19503,0.19489552208975808
sample08656,94968,cd8_t_cell,29442,0.3100202173363659
sample08657,105817,cd8_t_cell,19126,0.18074600489524367
sample08658,94378,cd8_t_cell,28731,0.3044247600076289
sample08659,101374,cd8_t_cell,23882,0.23558308836585318
sample08660,90908,cd8_t_cell,19899,0.2188916266995204
sample08661,105659,cd8_t_cell,24254,0.22954977805960686
sample08662,89148,cd8_t_cell,28420,0.31879571050388117
sample08663,87150,cd8_t_cell,26677,0.30610441767068275
sample08664,97207,cd8_t_cell,24179,0.24873723085786004
sample08665,98481,cd8_t_cell,20867,0.21188858764634802
sample08666,99309,cd8_t_cell,16461,0.1657553696039634
sample08667,107797,cd8_t_cell,27095,0.25135207844374147
sample08668,96328,cd8_t_cell,20575,0.21359314010464248
sample08669,93339,cd8_t_cell,23496,0.2517275736830264
sample08670,109107,cd8_t_cell,28139,0.2579027926714143
sample08671,104765,cd8_t_cell,24986,0.23849568080943062
sample08672,90711,cd8_t_cell,19928,0.219686697313446
sample08673,94564,cd8_t_cell,22136,0.23408485258660802
sample08674,100777,cd8_t_cell,26480,0.2627583674846443
sample08675,106859,cd8_t_cell,18998,0.17778568019539767
sample08676,95286,cd8_t_cell,26027,0.2731461075079235
sample08677,90328,cd8_t_cell,24048,0.26622974050128423
sample08678,106195,cd8_t_cell,25986,0.24470078628937333
sample08679,97250,cd8_t_cell,21802,0.22418508997429307
sample08680,93734,cd8_t_cell,27224,0.29043890157253505
sample08681,107189,cd8_t_cell,27713,0.25854332067656194
sample08682,96568,cd8_t_cell,28200,0.2920222019716676
sample08683,104599,cd8_t_cell,29105,0.27825313817531716
sample08684,105664,cd8_t_cell,25922,0.2453248031496063
sample08685,109081,cd8_t_cell,29924,0.274328251482843
sample08686,95662,cd8_t_cell,30529,0.3191340344128285
sample08687,92803,cd8_t_cell,32904,0.35455750352898074
sample08688,104300,cd8_t_cell,27169,0.2604889741131352
sample08689,103928,cd8_t_cell,27294,0.2626241243938111
sample08690,95352,cd8_t_cell,16737,0.17552856783287188
sample08691,97846,cd8_t_cell,28276,0.28898473110806777
sample08692,104640,cd8_t_cell,24815,0.23714640672782875
sample08693,89931,cd8_t_cell,19729,0.21937930190924154
sample08694,98097,cd8_t_cell,20606,0.2100573921730532
sample08695,106753,cd8_t_cell,20820,0.19502964787874813
sample08696,92348,cd8_t_cell,23225,0.2514943474682722
sample08697,96827,cd8_t_cell,25671,0.26512233158106724
sample08698,108255,cd8_t_cell,32864,0.30357951133896816
sample08699,107921,cd8_t_cell,27797,0.257568035878096
sample08700,101428,cd8_t_cell,28908,0.2850100563946839
sample08701,99494,cd8_t_cell,24074,0.24196433955816432
sample08702,94248,cd8_t_cell,25356,0.26903488668194553
sample08703,103464,cd8_t_cell,24100,0.2329312611149772
sample08704,91977,cd8_t_cell,29822,0.32423323222109873
sample08705,103742,cd8_t_cell,23618,0.22766092807156216
sample08706,100379,cd8_t_cell,25385,0.25289154105938494
sample08707,111418,cd8_t_cell,24774,0.22235186415121436
sample08708,100379,cd8_t_cell,27477,0.27373255362177346
sample08709,107051,cd8_t_cell,21433,0.2002129825970799
sample08710,102890,cd8_t_cell,26947,0.261901059383808
sample08711,100541,cd8_t_cell,25962,0.25822301349698135
sample08712,97530,cd8_t_cell,30214,0.30979185891520555
sample08713,96240,cd8_t_cell,26112,0.2713216957605985
sample08714,100982,cd8_t_cell,26019,0.25765978095106057
sample08715,92966,cd8_t_cell,21672,0.23311748381128586
sample08716,99342,cd8_t_cell,28413,0.28601195868816814
sample08717,93872,cd8_t_cell,22865,0.24357635929776716
sample08718,95937,cd8_t_cell,22191,0.23130804590512524
sample08719,111055,cd8_t_cell,33661,0.3031020665436045
sample08720,102366,cd8_t_cell,19025,0.1858527245374441
sample08721,105641,cd8_t_cell,25882,0.2449995740290228
sample08722,108745,cd8_t_cell,29078,0.2673962021242356
sample08723,109360,cd8_t_cell,26986,0.2467629846378932
sample08724,97814,cd8_t_cell,21664,0.22148158750281147
sample08725,99077,cd8_t_cell,26628,0.268760660900108
sample08726,102919,cd8_t_cell,27171,0.26400373108949754
sample08727,97499,cd8_t_cell,20654,0.21183807013405265
sample08728,90400,cd8_t_cell,25709,0.284391592920354
sample08729,98237,cd8_t_cell,23880,0.24308559911235075
sample08730,98078,cd8_t_cell,22179,0.22613634046371256
sample08731,95080,cd8_t_cell,28562,0.3003996634413126
sample08732,96924,cd8_t_cell,24217,0.24985555693120384
sample08733,107219,cd8_t_cell,24544,0.2289146513211278
sample08734,92141,cd8_t_cell,23025,0.24988875744782452
sample08735,91223,cd8_t_cell,27682,0.30345417274152353
sample08736,101266,cd8_t_cell,22561,0.22278948511840105
sample08737,101429,cd8_t_cell,19637,0.1936034073095466
sample08738,103028,cd8_t_cell,22536,0.2187366541134449
sample08739,102773,cd8_t_cell,27065,0.26334737722942797
sample08740,95311,cd8_t_cell,21153,0.22193660752693814
sample08741,93175,cd8_t_cell,28091,0.3014864502280655
sample08742,91858,cd8_t_cell,25059,0.2728014979642492
sample08743,100876,cd8_t_cell,34230,0.33932749117728694
sample08744,95382,cd8_t_cell,21176,0.22201253905349017
sample08745,97250,cd8_t_cell,28855,0.2967095115681234
sample08746,96190,cd8_t_cell,20102,0.20898222268427072
sample08747,102597,cd8_t_cell,25142,0.24505589832061367
sample08748,106994,cd8_t_cell,37071,0.34647737256294747
sample08749,110084,cd8_t_cell,25309,0.2299062534064896
sample08750,91681,cd8_t_cell,31208,0.340397683271343
sample08751,89812,cd8_t_cell,23726,0.2641740524651494
sample08752,107776,cd8_t_cell,25093,0.23282548990498814
sample08753,96609,cd8_t_cell,30503,0.3157366290925276
sample08754,108560,cd8_t_cell,25254,0.2326271186440678
sample08755,108100,cd8_t_cell,21240,0.19648473635522665
sample08756,98902,cd8_t_cell,27313,0.27616226163272733
sample08757,99596,cd8_t_cell,18200,0.18273826258082654
sample08758,106354,cd8_t_cell,36218,0.34054196363089306
sample08759,110848,cd8_t_cell,24687,0.22271037817551964
sample08760,112663,cd8_t_cell,26452,0.23478870614132413
sample08761,105183,cd8_t_cell,20116,0.19124763507410894
sample08762,116778,cd8_t_cell,24549,0.2102193906386477
sample08763,117863,cd8_t_cell,25446,0.21589472523183698
sample08764,92494,cd8_t_cell,24287,0.2625791943261184
sample08765,96530,cd8_t_cell,26634,0.27591422355744327
sample08766,106025,cd8_t_cell,22367,0.2109596793209149
sample08767,102662,cd8_t_cell,20224,0.19699596734916522
sample08768,104279,cd8_t_cell,28707,0.27529032691145866
sample08769,99989,cd8_t_cell,20285,0.20287231595475502
sample08770,110594,cd8_t_cell,29144,0.2635224334050672
sample08771,98836,cd8_t_cell,19222,0.19448379133109395
sample08772,93472,cd8_t_cell,27066,0.2895626497774735
sample08773,109718,cd8_t_cell,32769,0.29866567017262435
sample08774,109712,cd8_t_cell,21653,0.19736218462884644
sample08775,99913,cd8_t_cell,21707,0.2172590153433487
sample08776,106724,cd8_t_cell,22704,0.2127356545856602
sample08777,108846,cd8_t_cell,28699,0.2636660970545541
sample08778,102440,cd8_t_cell,29065,0.2837270597422882
sample08779,98340,cd8_t_cell,20204,0.20545047793369942
sample08780,100675,cd8_t_cell,29324,0.29127390116712193
sample08781,94763,cd8_t_cell,28531,0.301077424733282
sample08782,100678,cd8_t_cell,29909,0.29707582590039533
sample08783,104558,cd8_t_cell,29291,0.2801411656688154
sample08784,101273,cd8_t_cell,30715,0.303289129382955
sample08785,95507,cd8_t_cell,32110,0.3362057231407122
sample08786,98043,cd8_t_cell,31134,0.3175545423946636
sample08787,106406,cd8_t_cell,37858,0.35578820743191175
sample08788,89319,cd8_t_cell,21522,0.24095657139018573
sample08789,107939,cd8_t_cell,29119,0.26977274201169177
sample08790,92903,cd8_t_cell,20379,0.21935782482804644
sample08791,106397,cd8_t_cell,34025,0.31979285130219837
sample08792,110612,cd8_t_cell,30231,0.27330669366795646
sample08793,94794,cd8_t_cell,15499,0.16350190940354875
sample08794,108753,cd8_t_cell,34217,0.31463040100043216
sample08795,94347,cd8_t_cell,12303,0.1304016025946771
sample08796,109868,cd8_t_cell,24973,0.22730003276659264
sample08797,102450,cd8_t_cell,32517,0.317393850658858
sample08798,94383,cd8_t_cell,24931,0.2641471451426634
sample08799,99850,cd8_t_cell,14349,0.14370555833750626
sample08800,103537,cd8_t_cell,23778,0.22965703081990013
sample08801,96587,cd8_t_cell,18616,0.19273815316761056
sample08802,90527,cd8_t_cell,20450,0.22589945541109283
sample08803,97403,cd8_t_cell,21278,0.21845323039331438
sample08804,106618,cd8_t_cell,24271,0.22764448779755764
sample08805,99268,cd8_t_cell,28628,0.28839102228311236
sample08806,103040,cd8_t_cell,21510,0.20875388198757763
